醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5934012222,康泰藥局,宜蘭縣宜蘭市聖後街１７７號,121.7532,24.75886,(03)9358715,羅氏家用新冠病毒抗原自我檢測套組,60,2022/10/25 10:13:02,週一至週六快篩8：30販售
5934012240,東成藥局,宜蘭縣宜蘭市東港路２段３０６號１樓,121.7643,24.75315,(03)9380353,羅氏家用新冠病毒抗原自我檢測套組,341,2022/10/25 10:13:02,實名制快篩，營業皆有販售
5934012286,健康藥局,宜蘭縣宜蘭市光復路１４９號１樓、２樓,121.7524,24.75577,(03)9315088,羅氏家用新冠病毒抗原自我檢測套組,319,2022/10/25 10:13:02,平日7:40開始販售快篩試劑，假日8:10開始販售
5934012348,聖心藥局,宜蘭縣宜蘭市復興路３９號,121.7548,24.74984,(03)9357099,羅氏家用新冠病毒抗原自我檢測套組,29,2022/10/25 10:13:02,早上7:30開賣快篩試劑.售完為止.週日休息
5934012366,熊賀大藥局,宜蘭縣宜蘭市女中路３段２６號,121.7421,24.74576,(03)9352950,羅氏家用新冠病毒抗原自我檢測套組,338,2022/10/25 10:13:02,快篩 星期一至日  營業時間皆有販售及0-6歲、65歲以上免費領取
5934012375,宜蘭啄木鳥藥局,宜蘭縣宜蘭市新生里中山路５段１７６號,121.7572,24.77047,(03)9289387,羅氏家用新冠病毒抗原自我檢測套組,288,2022/10/25 10:13:02,實名制快篩早上9:30開賣，現場排隊
5934012393,綠洲藥局,宜蘭縣宜蘭市中山路２段１１３號１樓,121.755,24.74656,(03)9311800,羅氏家用新冠病毒抗原自我檢測套組,328,2022/10/25 10:13:02,全天候10:00-21:00販售快篩，週日公休，，謝謝!
5934012419,熊貓健保藥局,宜蘭縣宜蘭市中山路３段１６９號１樓,121.753,24.75984,(03)9331335,羅氏家用新冠病毒抗原自我檢測套組,47,2022/10/25 10:13:02,無
5934012473,宜蘭藥局,宜蘭縣宜蘭市泰山路３６號,121.7485,24.75524,(03)9365168,羅氏家用新冠病毒抗原自我檢測套組,60,2022/10/25 10:13:02,快篩實名制，每天16:00開始販售，售完為止。
5934020019,樺生藥師連鎖藥局,宜蘭縣羅東鎮中正路３７號,121.7706,24.6737,(03)9543432,羅氏家用新冠病毒抗原自我檢測套組,146,2022/10/25 10:13:02,每天上午7:30開始販售直至售完
5934020064,順昇藥局,宜蘭縣羅東鎮長春路６０號,121.7708,24.67803,(03)9541655,羅氏家用新冠病毒抗原自我檢測套組,198,2022/10/25 10:13:02,上午9:00開始販售快篩，現場排隊不發號碼牌售完為止，星期日休息
5934020073,長生藥局,宜蘭縣羅東鎮復興路１段１號,121.7713,24.682,(03)9553222,羅氏家用新冠病毒抗原自我檢測套組,131,2022/10/25 10:13:02,快篩試劑販售時間為週一到週日 ； 每天早上 8:30  開始販售 售完為止
5934020224,源生藥局,宜蘭縣羅東鎮忠孝路８９號,121.7652,24.67759,(03)9563476,羅氏家用新冠病毒抗原自我檢測套組,74,2022/10/25 10:13:02,執業時段請電洽藥局
5934020279,博善藥局,宜蘭縣羅東鎮和平路６８號,121.772,24.67532,(03)9577811,羅氏家用新冠病毒抗原自我檢測套組,94,2022/10/25 10:13:02,（星期天診所看診10／2.10／16.10／23  10／10國慶日早診
5934021383,東安藥局,宜蘭縣羅東鎮光榮路４８７號,121.7779,24.68086,(03)9532277,羅氏家用新冠病毒抗原自我檢測套組,232,2022/10/25 10:13:02,實名制快篩試劑: 週一~五下午4點，週六早上7:30 開始販售，現場排隊，售完為止。週日不營業停售。
5934021418,民生健保藥局,宜蘭縣羅東鎮中正南路５３號１樓,121.7716,24.66927,(03)9562354,羅氏家用新冠病毒抗原自我檢測套組,25,2022/10/25 10:13:02,快篩早上8:30點開賣 周日休息
5934021481,怡林藥局,宜蘭縣羅東鎮興東南路１７４號,121.7675,24.67243,(03)9541926,羅氏家用新冠病毒抗原自我檢測套組,169,2022/10/25 10:13:02,快篩試劑每天早上8點開賣.不發號碼牌現刷現買.售完為止.
5934021490,康民藥局,宜蘭縣羅東鎮公正路１４８號,121.7695,24.67879,(03)9576036,羅氏家用新冠病毒抗原自我檢測套組,79,2022/10/25 10:13:02,無
5934021552,慈濟大藥局,宜蘭縣羅東鎮公正路２７４之１號,121.7654,24.67989,(03)9551803,羅氏家用新冠病毒抗原自我檢測套組,34,2022/10/25 10:13:02,無
5934021632,上華藥局,宜蘭縣羅東鎮復興路２段１５９號,121.7652,24.68876,(03)9557655,羅氏家用新冠病毒抗原自我檢測套組,216,2022/10/25 10:13:02,上午8；00開始販售實名制快篩.售完為止.
5934021794,倉前藥局,宜蘭縣羅東鎮公正里倉前路５７號１樓,121.7707,24.68046,(03)9571336,羅氏家用新冠病毒抗原自我檢測套組,116,2022/10/25 10:13:02,快篩販賣週一到週六8:00-12:00，14:30-18:00星期三下午休息
5934021856,正欣藥局,宜蘭縣羅東鎮興東南路２２８巷８號,121.7674,24.67398,(03)9556786,羅氏家用新冠病毒抗原自我檢測套組,103,2022/10/25 10:13:02,快篩w1~w6領取時間為早上9點，周日公休
5934021883,潤康社區健保藥局,宜蘭縣羅東鎮公正路１６７之２號１樓,121.7682,24.67891,(03)9576271,羅氏家用新冠病毒抗原自我檢測套組,179,2022/10/25 10:13:02,固定周一至周六上午8點，依排隊順序開始販賣快篩試劑，售完為止。
5934021927,元氣藥局,宜蘭縣羅東鎮中正南路１９７之２號,121.7701,24.67258,(03)9541075,羅氏家用新冠病毒抗原自我檢測套組,210,2022/10/25 10:13:02,快篩試劑，每日7:40開賣，售完為止（星期日停售）
5934021972,晨安藥局,宜蘭縣羅東鎮倉前路４０號,121.7701,24.68102,(03)9540633,羅氏家用新冠病毒抗原自我檢測套組,71,2022/10/25 10:13:02,快篩 周一至周五 9點-12點 15點-21點 ；周六 9點-12點半
5934021990,成功藥局,宜蘭縣羅東鎮興東南路２３５號,121.7672,24.67253,(03)9577550,羅氏家用新冠病毒抗原自我檢測套組,39,2022/10/25 10:13:02,無
5934022013,康莊藥局,宜蘭縣羅東鎮康樂巷１號,121.7692,24.67309,(03)9553168,羅氏家用新冠病毒抗原自我檢測套組,330,2022/10/25 10:13:02,實名制快篩；每天早上皆有營業；星期六下午晚上休息
5934022031,大菖藥局,宜蘭縣羅東鎮公正路８８號１樓,121.7715,24.67827,(03)9559898,羅氏家用新冠病毒抗原自我檢測套組,66,2022/10/25 10:13:02,星期一到六上午08:30販售，不發號碼牌，現場排隊售完為止。
5934022059,宏安藥局,宜蘭縣羅東鎮賢文里純精路２段２２５巷１０號１樓,121.7635,24.67976,(03)9518696,羅氏家用新冠病毒抗原自我檢測套組,106,2022/10/25 10:13:02,快篩9；00開賣
5934022077,天一藥師藥局,宜蘭縣羅東鎮南昌街９５號１樓,121.7705,24.67232,(03)9541160,羅氏家用新冠病毒抗原自我檢測套組,286,2022/10/25 10:13:02,***實名制快篩量充足無虞，歡迎來購買***
5934022095,羅東啄木鳥藥局,宜蘭縣羅東鎮中山路２段３０３號,121.7786,24.67394,(03)9604670,羅氏家用新冠病毒抗原自我檢測套組,167,2022/10/25 10:13:02,平日下午3點販售
5934022148,培英藥局,宜蘭縣羅東鎮純精路２段１１３號１樓,121.7633,24.67703,(03)9558211,羅氏家用新冠病毒抗原自我檢測套組,118,2022/10/25 10:13:02,快篩販售時間:星期一~星期五08:00開始，星期六 09:00開始，星期日休息
5934022157,哈哈藥局,宜蘭縣羅東鎮民生路１４１號１樓,121.765,24.67803,(03)9530258,羅氏家用新冠病毒抗原自我檢測套組,142,2022/10/25 10:13:02,無
5934022166,和平藥局,宜蘭縣羅東鎮和平路８５號１樓,121.7722,24.67662,(03)9564771,羅氏家用新冠病毒抗原自我檢測套組,118,2022/10/25 10:13:02,快篩實名制早上08:00開始販售
5934022175,公正藥局,宜蘭縣羅東鎮興東路１３７、１３９號,121.769,24.6802,(03)9560543,羅氏家用新冠病毒抗原自我檢測套組,108,2022/10/25 10:13:02,快篩實名制，每天16:00開始販售，售完為止。
5934030015,南陽藥局,宜蘭縣蘇澳鎮中山路１段１２０號,121.8496,24.59608,(03)9965076,羅氏家用新冠病毒抗原自我檢測套組,260,2022/10/25 10:13:02,快篩販售時間：8：00開始販售。
5934031138,新豐藥局,宜蘭縣蘇澳鎮江夏路２６號,121.865,24.58267,(03)9962869,羅氏家用新冠病毒抗原自我檢測套組,47,2022/10/25 10:13:02,快篩販售時間 : 周一 ~ 周六上午 8:00 ， 售完為止
5934031165,宏一藥局,宜蘭縣蘇澳鎮中山路１段２９號,121.8524,24.59604,(03)9962125,羅氏家用新冠病毒抗原自我檢測套組,112,2022/10/25 10:13:02,快篩販售時間 ~ 09:00
5934031218,熊野藥局,宜蘭縣蘇澳鎮龍德里福德路418號,121.829,24.6468,(03)9903367,羅氏家用新冠病毒抗原自我檢測套組,12,2022/10/25 10:13:02,快篩試劑販售時間為周一到周六10:00（售完為止），一人限一張卡
5934031263,皇超藥局,宜蘭縣蘇澳鎮華山路３號,121.8698,24.58087,(03)9951309,羅氏家用新冠病毒抗原自我檢測套組,188,2022/10/25 10:13:02,9／22.9／23 藥局休
5934031272,正蘇西西藥局,宜蘭縣蘇澳鎮中山路１段４７號,121.852,24.59602,(03)9965380,羅氏家用新冠病毒抗原自我檢測套組,354,2022/10/25 10:13:02,快篩到貨開始賣
5934031281,佑全蘇澳中山藥局,宜蘭縣蘇澳鎮中山路１段２３１號,121.8446,24.59558,(03)9961063,羅氏家用新冠病毒抗原自我檢測套組,148,2022/10/25 10:13:02,實名制快篩於早上10:00開始販售，售完為止
5934041161,頭城藥局,宜蘭縣頭城鎮開蘭路１３４號,121.8237,24.85796,(03)9770618,羅氏家用新冠病毒抗原自我檢測套組,398,2022/10/25 10:13:02,快篩試劑**星期一至星期五兩時段  8:00-10:00.  .  19:00-21:00銷售 星期六8:00-12:00 星期日停售  售完為止
5934050080,三華藥局,宜蘭縣礁溪鄉中山路２段２０２號,121.7745,24.82737,(03)9882857,羅氏家用新冠病毒抗原自我檢測套組,872,2022/10/25 10:13:02,健保快篩試紙-周一至周六早上8點10分販售，售完為止
5934051274,樂多藥局,宜蘭縣礁溪鄉中山路２段７２號１樓,121.7721,24.82459,(03)9368600,羅氏家用新冠病毒抗原自我檢測套組,276,2022/10/25 10:13:02,健保實名制快篩試紙-下午3點販售-售完為止
5934061065,心星藥局,宜蘭縣壯圍鄉吉祥村壯五路３１５號１樓,121.7846,24.74675,(03)9382258,羅氏家用新冠病毒抗原自我檢測套組,196,2022/10/25 10:13:02,物流運送快篩機制為高機動屬性，藥局營業時間為週一至週日 08:00~21:00，歡迎您來電洽詢，心星藥局關心您的健康.
5934080015,佳恩藥局,宜蘭縣冬山鄉義成路３段４０１號,121.7679,24.66718,(03)9586065,羅氏家用新冠病毒抗原自我檢測套組,57,2022/10/25 10:13:02,早上8:30前開始開賣
5934080024,杏東藥師藥局,宜蘭縣冬山鄉冬山路２８１號１樓,121.7893,24.63509,(03)9591024,羅氏家用新冠病毒抗原自我檢測套組,78,2022/10/25 10:13:02,快篩試劑於現場排隊 8:30開始（如遇當日快篩尚未到貨，將先發號碼牌）
5934081067,威仁藥局,宜蘭縣冬山鄉冬山路２１９號,121.7907,24.63453,(03)9595351,羅氏家用新冠病毒抗原自我檢測套組,40,2022/10/25 10:13:02,快篩
5934081129,義成藥局,宜蘭縣冬山鄉義成路二段３７３號１樓,121.7639,24.65465,(03)9588775,羅氏家用新冠病毒抗原自我檢測套組,49,2022/10/25 10:13:02,快篩實名制販售時間：早上8：00開始，現場排隊，售完為止。
5934081147,康佑藥局,宜蘭縣冬山鄉冬山路１３２號,121.7914,24.63455,(03)9591994,羅氏家用新冠病毒抗原自我檢測套組,150,2022/10/25 10:13:02,快篩實名制：週一至週五 全日販售／週六上午至12:00／周日休息
5934081156,樂心藥局,宜蘭縣冬山鄉義成路３段５０２號,121.7682,24.66745,(03)9585950,羅氏家用新冠病毒抗原自我檢測套組,39,2022/10/25 10:13:02,每日08:00開賣，售完為止。星期日休息無販售，請勿來電詢問 感謝。
5934081174,和康藥局,宜蘭縣冬山鄉義成路３段３５１號１樓,121.7676,24.66619,(03)9680650,羅氏家用新冠病毒抗原自我檢測套組,284,2022/10/25 10:13:02,無
5934091072,新安藥局,宜蘭縣五結鄉中正路１段１７０號１樓,121.7703,24.69081,(03)9566377,羅氏家用新冠病毒抗原自我檢測套組,225,2022/10/25 10:13:02,快篩實名制:週一至週六早上10:00 現排現領（週日未販售）
5934091081,五結健保藥局,宜蘭縣五結鄉五結路二段４３７號,121.7958,24.68437,(03)9503200,羅氏家用新冠病毒抗原自我檢測套組,233,2022/10/25 10:13:02,周一二四五六8點開賣，週三14點開賣
5934091090,平安藥局,宜蘭縣五結鄉五結中路２段２３號,121.7977,24.68561,(03)9603265,羅氏家用新冠病毒抗原自我檢測套組,234,2022/10/25 10:13:02,[實名制快篩販售及0-6歲免費領取]  由於目前貨量充足，改為上班時間皆有販售
5934091125,安心藥局,宜蘭縣五結鄉禮運路３８－１號,121.7768,24.68105,(03)9551670,羅氏家用新冠病毒抗原自我檢測套組,66,2022/10/25 10:13:02,實名制快篩販售時間：由於目前貨量充足，改為上班時間皆有販售
5934091134,松康藥局,宜蘭縣五結鄉親河路１段１００號,121.8207,24.66838,(03)9602700,羅氏家用新冠病毒抗原自我檢測套組,120,2022/10/25 10:13:02,實名制快篩試劑:藥局營業即開始販售，月底之週六及每週日為固定休假日。
5934120014,進昌健保藥局,宜蘭縣南澳鄉蘇花路２段３８３號,121.8039,24.46602,(03)9981011,羅氏家用新冠病毒抗原自我檢測套組,8,2022/10/25 10:13:02,實名制快篩試劑領取， 早上08:30開始， 售完為止.  謝謝
5935010017,永佳藥局,苗栗縣苗栗市玉苗里光復路１５６號,120.8165,24.55566,(037)331860,羅氏家用新冠病毒抗原自我檢測套組,462,2022/10/25 10:13:02,快篩試劑販售時間早上9點開始
5935010124,富安藥局,苗栗縣苗栗市上苗里中正路５３號,120.8246,24.56873,(037)262337,羅氏家用新冠病毒抗原自我檢測套組,129,2022/10/25 10:13:02,中午休息12點30至14點30
5935010160,德昌藥局,苗栗縣苗栗市恭敬里中正路１１８２號,120.8163,24.54544,(03)7320641,羅氏家用新冠病毒抗原自我檢測套組,57,2022/10/25 10:13:02,快篩試劑發售時間:每日10:00~售完為止
5935010213,盛安藥局,苗栗縣苗栗市中正路７４８號,120.8185,24.554,(037)320145,羅氏家用新冠病毒抗原自我檢測套組,456,2022/10/25 10:13:02,快篩試劑早上8點開始販售~售完為止
5935010222,正欣藥局,苗栗縣苗栗市清華里褔星街６０號,120.8273,24.57283,(037)264502,羅氏家用新冠病毒抗原自我檢測套組,433,2022/10/25 10:13:02,早上7點開始販賣快篩試劑
5935010259,德鑫藥局,苗栗縣苗栗市清華里為公路３４８號,120.8309,24.57167,(037)261698,羅氏家用新冠病毒抗原自我檢測套組,229,2022/10/25 10:13:02,無
5935011523,天恩藥局,苗栗縣苗栗市中正路49號,120.8246,24.5688,(037)277285,羅氏家用新冠病毒抗原自我檢測套組,49,2022/10/25 10:13:02,快篩實名制，不發號碼牌，5／21日起每日早上8:00開始販售
5935011738,佳禾藥局,苗栗縣苗栗市青苗里建台街7號,120.821,24.55742,(037)373041,羅氏家用新冠病毒抗原自我檢測套組,119,2022/10/25 10:13:02,快篩試劑7:30開始販賣，販賣時段：營業時間至售完為止
5935011783,芳鄰國際連鎖藥局,苗栗縣苗栗市中山路５６７號,120.8201,24.55826,(037)330580,羅氏家用新冠病毒抗原自我檢測套組,332,2022/10/25 10:13:02,快篩販賣時段：AM09:00開始至PM21:00， 售完為止
5935011925,廷安藥局,苗栗縣苗栗市府前路133號,120.8186,24.5606,(037)356839,羅氏家用新冠病毒抗原自我檢測套組,157,2022/10/25 10:13:02,快篩販賣時段:每日8點30-售完-星期日公休
5935011952,千百岳大藥局,苗栗縣苗栗市上苗里中山路70號,120.8234,24.56814,(037)271335,羅氏家用新冠病毒抗原自我檢測套組,310,2022/10/25 10:13:02,營業時間AM8:30--PM9:30。
5935012084,苗栗安德藥局,苗栗縣苗栗市高苗里信義街１０號,120.8154,24.55109,(037)350420,羅氏家用新冠病毒抗原自我檢測套組,67,2022/10/25 10:13:02,快篩販賣時段：週一~週六10：00至19:30
5935012146,聯合藥師藥局,苗栗縣苗栗市社寮街１４５號,120.8248,24.56724,(037)264425,羅氏家用新冠病毒抗原自我檢測套組,98,2022/10/25 10:13:02,無
5935012299,瑞展藥局,苗栗縣苗栗市中正路７３號,120.8245,24.56824,(037)271658,羅氏家用新冠病毒抗原自我檢測套組,33,2022/10/25 10:13:02,口罩販賣時段：08:00~10:00
5935012324,上林藥局,苗栗縣苗栗市建功里２４鄰府前路９１號,120.8195,24.56146,(037)320685,羅氏家用新冠病毒抗原自我檢測套組,284,2022/10/25 10:13:02,實名制快篩:早上9:30~售完
5935012342,杏一苗栗中山藥局,苗栗縣苗栗市至公路３８號,120.8196,24.55733,(037)354552,羅氏家用新冠病毒抗原自我檢測套組,347,2022/10/25 10:13:02,販售時間:14:00 -20:00 !週日無販售!!
5935012351,錦岳大藥局,苗栗縣苗栗市民族路１４０號１樓,120.8158,24.56409,(037)353046,羅氏家用新冠病毒抗原自我檢測套組,266,2022/10/25 10:13:02,販售時間：8:30~售完  相關問題可撥電話詢問。
5935012388,苗栗啄木鳥藥局,苗栗縣苗栗市中華路１２０號,120.8246,24.57314,(037)274809,羅氏家用新冠病毒抗原自我檢測套組,73,2022/10/25 10:13:02,0815-2230
5935012413,苗栗藥局,苗栗縣苗栗市光復路５５號,120.8165,24.5532,(037)360789,羅氏家用新冠病毒抗原自我檢測套組,186,2022/10/25 10:13:02,快篩實名制，每天16:00開始販售，售完為止。
5935020013,宏吉藥局,苗栗縣苑裡鎮中正里１０鄰３８之２號,120.6639,24.42953,(037)851535,羅氏家用新冠病毒抗原自我檢測套組,62,2022/10/25 10:13:02,口罩販賣時段：8:00-售完
5935020077,源益藥局,苗栗縣苑裡鎮社苓里８４之５號,120.6756,24.40204,(037)742533,羅氏家用新冠病毒抗原自我檢測套組,90,2022/10/25 10:13:02,口罩販賣時段：12:00-售完。8:00-21:00 家庭式若無外出即營業
5935020111,大眾藥局,苗栗縣苑裡鎮山腳里１０鄰２４８號,120.6854,24.41556,(037)741587,羅氏家用新冠病毒抗原自我檢測套組,226,2022/10/25 10:13:02,快篩販售時段：上午8點30分-售完為止；現場排隊，視物流狀況調整。庫存數量依系統為準，勿在電話詢問，感謝配合。
5935021207,德徽藥局,苗栗縣苑裡鎮南興路１２５號,120.6532,24.44105,(037)869253,羅氏家用新冠病毒抗原自我檢測套組,146,2022/10/25 10:13:02,快篩發售時間:星期一~六早上9點~售完為止
5935021261,永信藥師藥局,苗栗縣苑裡鎮和平路７２－１號,120.6549,24.44096,(037)857069,羅氏家用新冠病毒抗原自我檢測套組,41,2022/10/25 10:13:02,快篩試劑 每日營業時間 現場販售 ~售完為止
5935021323,國豐藥師藥局,苗栗縣苑裡鎮苑北里２鄰天下路１８６號,120.6546,24.44612,(037)866516,羅氏家用新冠病毒抗原自我檢測套組,187,2022/10/25 10:13:02,營業時間內都可領快篩 請自備剛好金額
5935021403,安康藥局,苗栗縣苑裡鎮新興路７８號,120.6532,24.44033,(037)856591,羅氏家用新冠病毒抗原自我檢測套組,36,2022/10/25 10:13:02,快篩試劑星期一至六08:00開始販售，售完為止，星期日休息。
5935021412,信和大心藥局,苗栗縣苑裡鎮為公路３４－３號,120.654,24.44252,(037)861352,羅氏家用新冠病毒抗原自我檢測套組,500,2022/10/25 10:13:02,營業時間皆有販售
5935021421,苑裡啄木鳥藥局,苗栗縣苑裡鎮世界路一段２５號,120.6561,24.44071,(037)854589,羅氏家用新冠病毒抗原自我檢測套組,30,2022/10/25 10:13:02,各醫院診所慢性處方箋、牙科處方皆可免費領藥，全年無休。
5935021430,苑裡藥局,苗栗縣苑裡鎮為公路３２－１號,120.6541,24.44247,(037)851331,羅氏家用新冠病毒抗原自我檢測套組,184,2022/10/25 10:13:02,快篩實名制，每天16:00開始販售，售完為止。
5935021458,沐安藥局,苗栗縣苑裡鎮客庄里信義路１－１０號１樓,120.653,24.43873,(037)868600,羅氏家用新冠病毒抗原自我檢測套組,1082,2022/10/25 10:13:02,公費快篩隨到隨買，不限張數
5935030108,吉泰藥局,苗栗縣通霄鎮通西里和平路２９號,120.6797,24.48905,(037)758595,羅氏家用新冠病毒抗原自我檢測套組,111,2022/10/25 10:13:02,快篩領取時間:每周1，3，4，5，6早上9:點開始售完為止；禮拜2下午2點開始售完為止!
5935030153,維康藥局,苗栗縣通霄鎮信義路１０４號,120.6803,24.48809,(037)750000,羅氏家用新冠病毒抗原自我檢測套組,84,2022/10/25 10:13:02,無
5935030171,立安藥局,苗栗縣通霄鎮信義路１０７號,120.6804,24.48877,(037)760100,羅氏家用新冠病毒抗原自我檢測套組,84,2022/10/25 10:13:02,快篩實名制 週一到週五上午07:30 假日上午8:00  開始販售  售完為止
5935030180,通霄藥局,苗栗縣通霄鎮中山路１３１號,120.678,24.48903,(037)755155,羅氏家用新冠病毒抗原自我檢測套組,192,2022/10/25 10:13:02,快篩實名制，每天16:00開始販售，售完為止。
5935030199,佑全通霄中山藥局,苗栗縣通霄鎮通西里中山路７５號１樓,120.6775,24.48765,(037)750958,羅氏家用新冠病毒抗原自我檢測套組,127,2022/10/25 10:13:02,慢籤牙科籤領藥全年無休！
5935040033,快樂藥局,苗栗縣竹南鎮照南里中山路１７８號,120.88,24.68714,(037)474158,羅氏家用新冠病毒抗原自我檢測套組,495,2022/10/25 10:13:02,無
5935040257,和安藥局,苗栗縣竹南鎮竹南里博愛街１５號,120.8795,24.68657,(037)472332,羅氏家用新冠病毒抗原自我檢測套組,94,2022/10/25 10:13:02,快篩販售時段:上午8:00起至售完為止（周六到中午／日無）
5935040266,鴻仁大藥局,苗栗縣竹南鎮竹南里博愛街１８１號,120.8741,24.68686,(037)462396,羅氏家用新冠病毒抗原自我檢測套組,111,2022/10/25 10:13:02,無
5935040328,明志藥局,苗栗縣竹南鎮照南里博愛街４號,120.8797,24.68677,(037)472341,羅氏家用新冠病毒抗原自我檢測套組,155,2022/10/25 10:13:02,快篩賣時間:早上6:30~22:00。週六，周日照常。
5935040408,光復藥局,苗栗縣竹南鎮光復路２１６號,120.8794,24.68876,(037)476286,羅氏家用新冠病毒抗原自我檢測套組,197,2022/10/25 10:13:02,快篩早上8:30開賣~售完為止
5935041450,昇暉藥局,苗栗縣竹南鎮民治街１８號,120.8793,24.68492,(037)464347,羅氏家用新冠病毒抗原自我檢測套組,79,2022/10/25 10:13:02,無
5935041469,順春藥局,苗栗縣竹南鎮延平路２７號之１２,120.8767,24.68495,(037)552068,羅氏家用新冠病毒抗原自我檢測套組,228,2022/10/25 10:13:02,星期一至六上午7:50繳交健保卡，15:30-17:30取回健保卡.快篩
5935041610,林新藥局,苗栗縣竹南鎮博愛街１２４號,120.8761,24.68696,(037)471556,羅氏家用新冠病毒抗原自我檢測套組,33,2022/10/25 10:13:02,無
5935041745,瑞士藥師藥局,苗栗縣竹南鎮和平街59號,120.8775,24.68543,(037)552708,羅氏家用新冠病毒抗原自我檢測套組,708,2022/10/25 10:13:02,無
5935041781,惠家藥局,苗栗縣竹南鎮自強街３８號,120.8792,24.69138,(037)463635,羅氏家用新冠病毒抗原自我檢測套組,56,2022/10/25 10:13:02,無
5935041905,米樂中西健保藥局,苗栗縣竹南鎮大營路２０７號,120.8727,24.68686,(037)552116,羅氏家用新冠病毒抗原自我檢測套組,270,2022/10/25 10:13:02,各大醫院診所處方簽調劑窗口快篩試劑販賣時段：（一）~（六）上午08:30至售完（六）營業時間08:30-16:00星期日休息
5935041914,合康連鎖藥局,苗栗縣竹南鎮博愛街２７０號,120.8725,24.68724,(037)474987,羅氏家用新冠病毒抗原自我檢測套組,187,2022/10/25 10:13:02,販售快篩時間為下午17:00開始販售
5935041996,新欣藥局,苗栗縣竹南鎮龍山路一段１６０號１樓,120.8665,24.692,(037)471503,羅氏家用新冠病毒抗原自我檢測套組,66,2022/10/25 10:13:02,無
5935042037,康壯藥局,苗栗縣竹南鎮博愛街４３９號,120.8655,24.68894,(037)463732,羅氏家用新冠病毒抗原自我檢測套組,286,2022/10/25 10:13:02,口罩販賣時段：07:30-售完
5935042055,崧博藥師藥局,苗栗縣竹南鎮龍山路３段３７號,120.8775,24.70162,(037)639822,羅氏家用新冠病毒抗原自我檢測套組,63,2022/10/25 10:13:02,無
5935042082,樂健藥局,苗栗縣竹南鎮民權街５３－３號２樓,120.8778,24.68577,(037)470988,羅氏家用新冠病毒抗原自我檢測套組,111,2022/10/25 10:13:02,無
5935042091,好心健保藥局,苗栗縣竹南鎮中華路１５７號,120.9236,24.71002,(037)687088,羅氏家用新冠病毒抗原自我檢測套組,99,2022/10/25 10:13:02,快篩販售時間:下午01:00
5935042108,好康健保藥局,苗栗縣竹南鎮科專七路２１９號１樓,120.9025,24.70536,(037)680877,羅氏家用新冠病毒抗原自我檢測套組,160,2022/10/25 10:13:02,快篩販售時間：下午3：00
5935050066,義春藥局,苗栗縣頭份市珊湖里中正三路７２號,120.9557,24.68088,(037)601433,羅氏家用新冠病毒抗原自我檢測套組,53,2022/10/25 10:13:02,口罩販賣時段：營業時間-售完
5935050164,辰安藥局,苗栗縣頭份市尖豐路３２號,120.8803,24.66364,(037)633632,羅氏家用新冠病毒抗原自我檢測套組,385,2022/10/25 10:13:02,無
5935050182,民昌藥局,苗栗縣頭份市忠孝里信東路１３０號,120.9095,24.68911,(037)673 232,羅氏家用新冠病毒抗原自我檢測套組,201,2022/10/25 10:13:02,無
5935050208,三峰藥局,苗栗縣頭份市新華里中正一路７８號,120.9259,24.68655,(037)668239,羅氏家用新冠病毒抗原自我檢測套組,63,2022/10/25 10:13:02,實名制快篩：週一至週六下午1點排隊直接購買；週日休息。
5935050253,泉興藥局,苗栗縣頭份市仁愛里民族路２８號,120.9073,24.68299,(037)664367,羅氏家用新冠病毒抗原自我檢測套組,948,2022/10/25 10:13:02,快篩試劑販賣時段：07:00-23:00
5935050280,李藥局,苗栗縣頭份市珊湖里中正三路２１８號,120.9582,24.6834,(037)601248,羅氏家用新冠病毒抗原自我檢測套組,126,2022/10/25 10:13:02,快篩試劑販賣時段：07:30-開始 營業期間 售完為止
5935050306,康利藥局,苗栗縣頭份市忠孝里仁愛路８６號,120.9067,24.68653,(037)666101,羅氏家用新冠病毒抗原自我檢測套組,1693,2022/10/25 10:13:02,快篩於週一至週六早上八點開始販售~售完為止，週日公休。
5935051545,富優藥局,苗栗縣頭份市中華路９３０號,120.9075,24.68572,(037)681635,羅氏家用新冠病毒抗原自我檢測套組,44,2022/10/25 10:13:02,口罩販賣時段：14:30至售完
5935051616,康寧藥局,苗栗縣頭份市中華路９９７號,120.9068,24.68561,(037)594173,羅氏家用新冠病毒抗原自我檢測套組,99,2022/10/25 10:13:02,快篩販售時間為每日08:10開始，週日休息
5935051698,信源藥局,苗栗縣頭份市仁愛里信東路３９號,120.9116,24.68637,(037)663580,羅氏家用新冠病毒抗原自我檢測套組,147,2022/10/25 10:13:02,防疫快篩販售 08:00 開始 .13:00-14:00休.週日休
5935051849,懷生中西藥局,苗栗縣頭份市中正路１９號,120.9068,24.68432,(037)672357,羅氏家用新冠病毒抗原自我檢測套組,214,2022/10/25 10:13:02,快篩販賣時段：早上10:00售完為止
5935051858,樂田藥妝藥局,苗栗縣頭份市信東路１３５號,120.9094,24.68924,(037)598995,羅氏家用新冠病毒抗原自我檢測套組,222,2022/10/25 10:13:02,快篩販售時間:早上8點（實際狀況依臉書公告為準）
